ID,Sort Index,Input Text,Explanation,What does the model predict?,"How helpful do you find the explanation for guessing the model prediction?

1 (not helpful) - 7 (very helpful)","How easy is the explanation to understand?


1 (very difficult) - 7 (very easy)"
2741,63,,,Business,7,7
556,64,site security gets a recount at rock the vote grassroots movement to register younger voters leaves publishing tools accessible to outsiders .,The phrase » rock the « is most important for the prediction. The phrase » tools accessible « is also salient.,World,1,1
2110,65,,,Sports,7,7
1236,66,,,Sci/Tech,4,4
5047,67,,,Business,7,7
2822,68,,,World,2,2
1062,69,,,Business,1,1
5377,70,,,Sports,7,7
5819,71,"web still in early days , tech leaders say the internet is only in its early adolescence with a raft of improvements on the horizon , and the venture capitalists who helped fund the early boom are",The word » are « is most important for the prediction. The word » early « is also salient. The word » the « is also salient.,Sci/Tech,1,1
5373,72,,,Sci/Tech,7,7
3155,73,"peoplesoft down on testimony , forecast investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with oracle .",The word » investors « is most important for the prediction. The word » earnings « is also salient.,Business,7,7
6226,74,"""google targets software giant seattle - - not too long ago , google inc . seemed little more than a pe sky insect to microsoft corp . ' s 800 - pound gorilla .""",The span » gorilla . « is most important for the prediction. The phrase » little more « is also salient.,Business,1,1
5895,75,,,Sci/Tech,7,7
857,76,"jays power up to take finale contrary to popular belief , the power never really snapped back at skydome on sunday . the lights came on after an hour delay , but it took some extra time for the batting orders to provide some extra wattage .",The phrase » time for the batting orders « is most important for the prediction. The word » sunday « is also salient.,Sci/Tech,1,1
4900,77,,,World,7,7
565,78,,,Business,7,7
3091,79,"fable ; nascar 2005 : chase for the cup fable comes with a big reputation behind it - - it was developed by peter molyneux , creator of such involved , engrossing games as populous and black and white .",The word » nascar « is most important for the prediction. The phrase » chase for « is also salient.,Sports,1,1
565,80,"india ' s tata makes powerful debut shares in indian software services giant tata consultancy close 16 higher on their market debut , raising \ $ 1 . 2bn for the company .",The phrase » market debut « is most important for the prediction. The word » indian « is also salient.,Business,6,6
719,81,"us economic growth slips to 2 . 8 annual us economic growth fell to 2 . 8 in the second quarter of 2004 , marking a slowdown from the 3 estimated a month ago .",The phrase » economic growth fell « is most important for the prediction.,Business,7,7
2110,82,united apology over website abuse manchester united have been forced to issue an embarrassing apology to liverpool for an ill - advised attack on the an field outfit on its own website .,The phrase » over website « is most important for the prediction. The phrase » own website « is also salient.,Sports,1,1
22,83,ibm chips may someday heal themselves new technology applies electrical fuse s to help identify and repair faults .,The span » faults . « is most important for the prediction. The word » electrical « is also salient.,Sci/Tech,2,2
5456,84,,,World,1,1
5219,85,,,World,6,6
22,86,,,Business,7,7
3867,87,"oil rallies to new record high crude oil futures rallied late friday to a new record high of \ $ 54 . 90 , a day after a decline in the us inventory of heating oil roiled a market already on edge over tight supplies , high demand and unrest among key producers .","The word » market « is most important for the prediction. The word » demand « is also salient. The character » , « is also salient.",Business,7,7
1919,88,,,World,4,4
5692,89,"boston archbishop reveals anguish of closings boston boston 's archbishop is telling catholics that the church 's financial footing is "" much worse than people realize .",The phrase » financial footing « is most important for the prediction. The phrase » telling catholics « is also salient.,Business,5,5
4540,90,"miss peru takes miss world crown twenty-year-old miss peru has been crowned miss world in a southern chinese resort town , as china looks to become the regular host of an event that would have once been deemed here tical by its communist leaders .",The phrase » china looks to « is most important for the prediction. The word » peru « is also salient. The word » event « is also salient.,World,7,7
5011,91,"new video of care hostage released iraq kidnap victim margaret hassan 's three sisters , from left to right : catherine fitzsimons , deidre fitzsimons and geraldine fitzsimons make a statement to the media in dublin tuesday , nov . 2 , 2004 .",The phrase » hostage released iraq kidnap victim margaret hassan « is most important for the prediction.,World,7,7
1480,92,"ceo eisner to step down in sept 2006 - wsj new york ( reuters ) - michael eisner plans to step down as walt disney co . ' s chief executive when his contract expires in september 2006 , the wall street journal said on friday .",The span » walt disney co . « is most important for the prediction.,Business,7,7
6776,93,"bad weather blamed for indon crash bad weather was the main cause of an accident which killed 26 people aboard an airplane whose spoiler did not work well , indonesian investigators said today .",The word » indonesian « is most important for the prediction. The word » crash « is also salient. The word » killed « is also salient. The word » aboard « is also salient.,World,7,7
6991,94,,,Business,6,6
6943,95,,,Sci/Tech,2,2
4999,96,"profit plunges at international game tech international game technology , the world 's biggest maker of slot machines , tuesday said said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment .",The word » profit « is most important for the prediction. The word » tax « is also salient.,Business,7,7
2694,97,,,Business,7,7
4999,98,,,Business,7,7
556,99,,,World,4,4
719,100,,,Business,7,7
4300,101,,,Business,4,4
2746,102,sales boost for house of fraser shares in uk department store group house of fraser have risen after the firm said it had cut half - year losses and was seeing solid sales growth .,The word » sales « is most important for the prediction. The phrase » have risen « is also salient.,Business,7,7
5695,103,american deaths the pentagon has released the names of the following us service members killed recently in iraq :,The phrase » in iraq « is most important for the prediction.,World,7,7
4854,104,,,Business,2,2
2812,105,"microsoft , amazon to combine forces individually they ve been unstoppable in their respective industries . they re both legends that have survived the dot com burst and came out winners .",The phrase » respective industries « is most important for the prediction. The word » forces « is also salient.,Business,7,7
4840,106,,,Business,7,7
6184,107,"local knowledge produced benefits patriots fans had one of their own working sunday 's regular - season finale against the 49ers . fox producer p . t . navarro considers himself a new englander , even though he moved around the country as the son of college football coach frank navarro ( columbia , wabash , princeton ) .",The phrase » football coach frank « is most important for the prediction. The word » he « is also salient.,Sports,7,7
1494,108,,,Sci/Tech,7,7
346,109,"salesforce . com 2q profit up sharply software developer salesforce . com inc . posted a sharp rise in second - quarter profit on better - than - expected revenue during its first quarter as a public company , but investors shunned the stock in late trading",The character » . « is most important for the prediction. The phrase » developer salesforce « is also salient.,Business,5,5
1252,110,,,Business,7,7
1989,111,"after being bounced around florida is bouncing back although the three hurricanes that have hit florida led to a broad economic slowdown , the glimmerings of a miniboom are already apparent .",The phrase » broad economic « is most important for the prediction. The word » down « is also salient.,Business,7,7
1840,112,,,Business,5,5
2112,113,,,Business,3,3
5839,114,"google shares released for sale employees and some investors in google will be able to sell shares in the company as the latest """" lockup """" phase on sales ends .",The word » google « is most important for the prediction. The character » . « is also salient. The word » sales « is also salient.,Business,6,6
5395,115,"trojan horse drives spam into cell phones infected computers send out a slew of unwanted text messages , a security firm says .",The phrase » cell phones « is most important for the prediction. The phrase » text messages « is also salient.,Sci/Tech,7,7
6802,116,,,Sports,7,7
221,117,,,World,7,7
5373,118,"firefox roars from the gates tuesday , november 9 , 2004 will likely go down in the history books as the day the browser wars officially started . obviously things happened before today to get us to the point where there was a real , legitimate",The word » browser « is most important for the prediction. The word » fo « is also salient. The phrase » as the « is also salient.,Sci/Tech,7,7
4580,119,"face time , im logic back live communications server 2005 hard on the heels of microsoft announcing that it 's taken live communications server 2005 gold , instant messaging management software vendors im logic and face time on tuesday both touted their support for the communication product .",The phrase » the communication « is most important for the prediction. The word » live « is also salient.,Sci/Tech,7,7
5471,120,"refugees ' hopes for return will outlive arafat beirut , lebanon - yasser arafat promised palestinians he would return them to the homes they lost when israel was founded in 1948 .",The phrase » lost when israel « is most important for the prediction. The phrase » palestinians he « is also salient.,World,7,7
4030,121,"ibm posts broad q3 revenue growth new york - ibm corp . posted quarterly results on monday showing 9 percent revenue growth from last year and slight earnings growth , despite a $ 320 million charge it took during the quarter to settle some claims in a lawsuit over its pension plan .",The phrase » revenue growth « is most important for the prediction. The word » growth « is also salient.,Business,7,7
1317,122,,,World,4,4
6924,123,"zooks gets a five - year deal champaign , ill . - - ron zook took over illinois' struggling football program tuesday , returning to his roots and promising to turn around a team that has sunk to the bottom of the big ten since winning a league title in 2001 .",The phrase » struggling football program « is most important for the prediction. The phrase » league title « is also salient. The word » team « is also salient.,Sports,7,7
6830,124,,,World,1,1
2451,125,,,Business,1,1
3183,126,,,Sci/Tech,7,7
344,127,,,World,1,1
6921,128,,,Business,7,7
254,129,,,Business,7,7
5219,130,silence the loose cannons the us presidential election is finally over ! now the hard part begins . i  39 ; m not talking about getting north korea back to the negotiating table ; that will come soon enough ., m not talking about getting north korea back to the negotiating table ,World,6,6
3183,131,webcrawler : a9 . com is cool now heres something else thats off the mind . theres no more need to make mental or computer notes while searching the internet .,The span » the internet . « is most important for the prediction.,Sci/Tech,7,7
5692,132,,,Business,7,7
311,133,"""french take gold , bronze in single kayak athens , greece - winning on whitewater runs in the family for frenchman benoit peschier , though an olympic gold is something new . peschier paddled his one - man kayak aggressively but penalty free in both his semifinal and final runs on the manmade olympic . . .""",The word » greece « is most important for the prediction. The word » olympic « is also salient. The character » . « is also salient. The word » take « is also salient.,Sports,7,7
5356,134,"""explosion in kathmandu in jure s 30 at least 30 people have been hurt in a explosion in nepal  39 ; s capital , kathmandu . police say it was a bomb . the explosion struck a building of the government - owned employees  39 ; provide nt fund that was under construction .""",The phrase » nepal # 39 « is most important for the prediction. The phrase » s capital « is also salient. The word » government « is also salient.,World,7,7
4862,135,,,Sci/Tech,5,5
1062,136,"""red hat replaces cfo red hat on thursday named charles peters jr . as executive vice president and chief financial officer . peters replaces kevin thompson , who unexpectedly announced his resignation in june , a few days before the""","The word » red « is most important for the prediction. The character » , « is also salient. The word » days « is also salient.",Business,1,1
1321,137,,,Business,7,7
1069,138,smith setback for windies west indies have been forced to make a second change to their champions trophy squad because of injury . dwayne smith is suffering from a shoulder problem and has been replaced by ryan hinds .,The phrase » squad because « is most important for the prediction. The phrase » their champions « is also salient.,Sports,7,7
5078,139,"blair calls for world to unite prime minister tony blair tried to bridge the trans-atlantic rift over iraq , urging a "" fractured , divided and uncertain "" world to unite in the wake of president bush 's election victory .",The phrase » rift over iraq « is most important for the prediction. The phrase » prime minister « is also salient. The word » bush « is also salient.,World,7,7
689,140,"""vote 2004 - a guide to the primary get ready for the primary with the herald - tribunes special news section profiling all the federal , state and local candidates in races in tuesdays election .""",The word » election « is most important for the prediction. The word » federal « is also salient. The word » candidates « is also salient.,World,7,7
676,141,,,Sports,7,7
3883,142,"""video game leaked on internet halo 2 , one of the most anticipated video games of the year , got an early release date , but not the way fans or its publisher , microsoft , had hoped .""","The word » video « is most important for the prediction. The word » internet « is also salient. The character » , « is also salient.",Sci/Tech,6,6
1321,143,congressman spratt wants fed to us representative john spratt of south carolina said the federal reserve should go lightly # 39 ; # 39 ; on raising the benchmark interest rate because of the economy .,The word » economy « is most important for the prediction. The word » federal « is also salient. The phrase » interest rate « is also salient.,Business,7,7
346,144,,,Business,4,4
5674,145,will hutton there were two stories last week that will have world - shaping implications . the first was in a paris hospital and a compound in ramallah .,The word » hutton « is most important for the prediction. The phrase » paris hospital « is also salient.,World,2,2
687,146,"""union leaders held under esma on day 6 of strike new delhi , august 26 : the sixth day of the truckers strike on thursday saw 12 more truckers being arrested under the essential services maintenance act ( esma ) in the capital .""",The word » truck « is most important for the prediction. The word » capital « is also salient.,Business,2,2
4372,147,,,World,7,7
143,148,"""israelis ok new homes in west bank a leaked israeli plan to build 1 , 000 new jewish settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november # 39 ; s presidential election .""",The phrase » a leaked israeli plan « is most important for the prediction. The phrase » jewish settler « is also salient.,World,7,7
480,149,"""sap awarded \ $ 35 million postal service contract the postal service , which employs more than a third of the civilian employees of the federal government , chose sap after a multi - year evaluation , it said .""",The word » sap « is most important for the prediction. The character » \ « is also salient. The character » . « is also salient.,Business,4,4
6030,150,"""google shows it  39 ; s only human shares of google slipped after the search engine warned , for the second time in a week , that its fourth - quarter revenue growth rate is likely to slow from previous quarters .""",The phrase » revenue growth rate « is most important for the prediction. The word » shows « is also salient.,Business,7,7
5379,151,"""cocoa prices down but ivorian exports still blocked world cocoa prices were down on tuesday but off the day # 39 ; s lows as exports remained on hold after mob violence and military clashes in ivory coast , the key global supplier , traders said .""",The phrase » cocoa prices « is most important for the prediction. The word » exports « is also salient.,Business,7,7
221,152,"""arafat urges reforms to rectify his # 39 ; mistakes # 39 ; yasser arafat , the palestinian president , made a rare acknowledgement of mistakes under his rule yesterday and urged reforms to end corruption .""",The phrase » palestinian president « is most important for the prediction. The phrase » his rule yesterday and « is also salient.,World,7,7
2451,153,"""ca , partners move on as kumar faces charges concern over the fate of former computer associates international chairman and ceo sanjay kumar accompanied the collective sigh of relief felt by ca partners last week when federal prosecutors settled a two - year - old accounting fraud investigation with the""",The word » computer « is most important for the prediction. The word » ca « is also salient. The word » last « is also salient.,Business,1,1
5981,154,,,Business,7,7
75,155,,,Sports,7,7
2679,156,"""pc sales hot for 2004 , but will soon cool off pc shipments in the second quarter grew faster than any three - month period since 1999 , idc said monday , citing the continued pent - up demand for replacement systems as the driving force behind the sales surge .""",The phrase » sales surge « is most important for the prediction. The phrase » for 2004 « is also salient.,Business,5,5
2190,157,"""business week names adler its new editor stephen j . adler , deputy managing editor of the wall street journal , has been named editor of business week magazine , succeeding stephen b . shepard , who announced last week that he would retire from the magazine to become the first dean of a new""",The phrase » wall street journal « is most important for the prediction. The word » business « is also salient. The word » managing « is also salient.,Business,7,7
1029,158,,,Business,1,1
6456,159,"""man held for slashing teens beijing - chinese police have detained a man who they say murdered eight teenagers and injured four others in a school dormitory overnight , state press said late on friday .""",The phrase » chinese police have detained « is most important for the prediction. The word » beijing « is also salient.,World,7,7
222,160,,,World,1,1
1052,161,"""as french school year begins , iraq crisis tests head scarf ban paris - - school doors open for 12 million french children today , but there is far more at stake this year than back - to - school jitters .""",The phrase » 12 million french children today « is most important for the prediction. The word » french « is also salient.,World,7,7
1178,162,,,Business,7,7
5136,163,wells fargo computers stolen identity thieves may have obtained information on thousands of wells fargo mortgage and student loan customers .,The phrase » loan customers « is most important for the prediction. The word » mortgage « is also salient.,Business,7,7
4222,164,,,Business,7,7
6030,165,,,Business,7,7
5674,166,,,World,5,5
6991,167,siebel looks to midmarket to bolster revenues crm software giant siebel systems said yesterday that it is launching a new program that will cater to small and midsize businesses in a bid to help it boost flat revenues .,The phrase » boost flat revenues « is most important for the prediction. The word » help « is also salient.,Business,7,7
5975,168,,,Sports,7,7
687,169,,,Business,5,5
2357,170,,,World,1,1
2741,171,"""business glance somers , ny - pepsi bottling group inc . , the largest bottler of pepsico inc . beverages , tuesday said its profit for the latest quarter rose 4 . 4 percent as volume improved .""",The word » bottle « is most important for the prediction. The word » profit « is also salient. The character » . « is also salient. The word » volume « is also salient.,Business,5,5
2746,172,,,Business,7,7
4840,173,economy grows at a 3 . 7 percent rate in 3 q the us economy grew at a 3 . 7 percent annual rate in the third quarter - a pace that was slightly better than in the spring but not as strong as many analysts expected .,The word » grew « is most important for the prediction. The word » analysts « is also salient. The word » annual « is also salient.,Business,7,7
6226,174,,,Business,4,4
5024,175,fleet center to be reunion arena it has all the gossipy intrigue and social awkward ness of seating the still - respected ex - wife and the sexy new girlfriend at the same table for a family wedding .,The word » center « is most important for the prediction. The word » wedding « is also salient.,World,1,1
316,176,"""crude price spike may send gas higher ( ap ) ap - amid soaring crude oil prices , gasoline costs have been dropping . but don ' t expect that to last , economists say .""",The phrase » price spike « is most important for the prediction. The word » economists « is also salient.,Business,7,7
5839,177,,,Business,5,5
2186,178,"""jolly online shop pers making cash registers jingle online holiday shop pers this year are making cash registers jingle and meeting analysts  39 ; expectations as they spent \ $ 8 . 8 billion in november , researchers said monday .""",The phrase » online shop « is most important for the prediction. The word » researchers « is also salient.,Business,4,4
2660,179,"""gas prices up 5 cents after hurricane ivan camarillo , calif . - gas prices jumped more than 5 cents a gallon in the past two weeks , largely because of supply problems related to hurricane ivan , an industry analyst said .""",The phrase » prices jumped « is most important for the prediction. The word » cents « is also salient.,Business,5,5
4580,180,,,Business,7,7
6058,181,"a bit of wall st . on the tigris the 150 brokers and traders on the iraq stock exchange are not waiting for the war to end , buying and selling orders a few hundred yards away from the fighting .",The word » iraq « is most important for the prediction. The phrase » and traders on « is also salient.,Business,2,2
5379,182,,,Business,7,7
5011,183,,,World,7,7
1069,184,,,Sports,5,5
4540,185,,,World,7,7
1494,186,telescope snaps distant ' planet ' the first direct image of a planet circling another star may have been obtained by a us - european team of astronomers .,The phrase » distant ' planet ' « is most important for the prediction.,Sci/Tech,7,7
1785,187,"ferrero advances ; moya stunned in rainy beijing beijing , china ( sports network ) - for the second time in as many days , rain was a major factor at the inaugural \ $ 500 , 000 china open .","The phrase » ( sports network « is most important for the prediction. The word » inaugural « is also salient. The phrase » beijing , « is also salient.",Sports,7,7
143,188,,,World,7,7
344,189,"""glory comes amid empty seats and closed shutters here in old europe , people install shutters outside their windows to keep out the heat , the pollution , the daylight , the noise . they also lock the shutters tight when they go away on holiday .""",The phrase » comes amid empty seats « is most important for the prediction.,World,1,1
3091,190,,,Sports,7,7
4102,191,"""ancient fungus ' revived ' in lab fungus from a deep - sea sediment core that is hundreds of thousands of years old will grow when placed in culture , scientists discover .""",The phrase » sea sediment « is most important for the prediction. The character » ' « is also salient.,Sci/Tech,3,3
5456,192,"""two michigan state receivers arrested on bomb - making charges two michigan state football players have been charged with planting homemade bombs outside apartments . terry love and irving campbell , both 19 - year - old redshirt freshmen wide receivers""",The phrase » football players have been charged « is most important for the prediction. The word » campbell « is also salient.,Sports,7,7
2112,193,"""web ex launches sales center web ex communications is expanding its web con fer en cing service with an offering designed for sales professionals , the company plans to announce this week .""",The span » this week . « is most important for the prediction. The word » web « is also salient.,Business,3,3
3155,194,,,Business,7,7
1178,195,"""sales aren # 39 ; t making the grade retailers in michigan delighted when students returned to the classroom , but the back - to - school sales haven # 39 ; t generated the kind of dollars many projected .""",The word » retailers « is most important for the prediction. The word » sales « is also salient.,Business,7,7
316,196,,,Business,7,7
6924,197,,,Sports,7,7
3577,198,,,Business,7,7
480,199,,,Business,7,7
5895,200,"""science counts species on brink a list of 15 , 000 species threatened with extinction - many of them by human activity - is published .""",The word » published « is most important for the prediction. The word » threatened « is also salient. The word » extinction « is also salient.,Sci/Tech,6,6
6142,201,,,Business,7,7
955,202,"""ubs pays 265 million dollars for schwab capital markets business ( afp ) afp - swiss banking group ubs said that it had paid 265 million dollars ( 219 million euros ) to buy soundview , the capital markets division of online broker charles schwab to strengthen its position on the us nasdaq market .""",The phrase » division of online « is most important for the prediction. The span » market . « is also salient.,Business,7,7
3090,203,worldpay struck by online attack net payment system worldpay is under attack from hackers delaying transaction times for hundreds of online retailers .,The phrase » payment system « is most important for the prediction. The word » retailers « is also salient.,Business,7,7
2523,204,,,Sports,7,7
2822,205,"""poor ? who  39 ; s poor ? poverty is down the proportion of people living on less than \ $ 1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001 , says the world bank  39 ; s latest annual report .""",The word » poverty « is most important for the prediction. The word » people « is also salient. The word » world « is also salient.,World,7,7
5136,206,,,Sci/Tech,1,1
120,207,"""oil prices bubble to record high the price of oil has continued its sharp rise overnight , closing at a record high . the main contract in new york , light sweet crude for delivery next month , has closed at a record \ $ us46 . 75 a barrel - up 70 cents on yesterday # 39 ; s close .""",The word » oil « is most important for the prediction. The word » delivery « is also salient. The word » 39 « is also salient.,Business,5,5
3577,208,"""insurance giant to export 1 , 100 jobs to india one of the countrys biggest insurance firms today announced plans to transfer more than 1 , 100 jobs to india over the next few years , sparking fears of a crisis in the uk .""",The word » jobs « is most important for the prediction. The word » firms « is also salient. The word » india « is also salient.,Business,7,7
5047,209,"markets celebrate bush victory wall street threw a victory rally for president bush today , driving up the entire market - - especially the stocks that investors believe will benefit from even more dominant republican control of the federal government .",The word » market « is most important for the prediction. The word » investors « is also salient. The word » from « is also salient.,Business,7,7
139,210,,,World,7,7
2386,211,,,Business,7,7
2122,212,,,Business,7,7
2186,213,,,Business,5,5
4300,214,"""city series - ly wounded with the yanks out of the world series , the city # 39 ; s economy loses out on at least \ $ 40 million , according to studies by the controller # 39 ; s office and other city agencies .""",The phrase » s economy « is most important for the prediction. The word » on « is also salient.,Business,7,7
4912,215,,,World,7,7
2386,216,"""in indonesia , businesses hopeful after election after suffering through two sham bling administrations , indonesia appears to have a new president who many of its business leaders say they believe will up ro ot corruption and revive investment .""","The phrase » its business « is most important for the prediction. The phrase » , businesses « is also salient.",Business,7,7
